,Name,Rating,Genre,Release date,Runtime,Director,Url 
1588,The Last Boy Scout,68.0,"Action,Thriller",12/13/1991,1h 45m,Shane Black,https://www.themoviedb.org/movie/9319
1589,Ice Soldiers,54.0,"Action,Science Fiction",12/06/2013,1h 35m,Sturla Gunnarsson,https://www.themoviedb.org/movie/255692
1590,The Core,57.0,"Action,Thriller,Adventure,Science Fiction",04/03/2003,2h 16m,Jon Amiel,https://www.themoviedb.org/movie/9341
1591,"Chill Out, Scooby-Doo!",76.0,"Family,Comedy,Animation,Adventure,Mystery",09/04/2007,1h 13m,Joe Sichta,https://www.themoviedb.org/movie/13354
1592,The Layover,53.0,"Comedy,Romance",09/01/2017,1h 28m,William H. Macy,https://www.themoviedb.org/movie/339404
1593,"10,000 Days",27.0,Science Fiction,11/23/2014,1h 31m,Eric Small,https://www.themoviedb.org/movie/293082
1594,The Pyramid,52.0,Horror,12/05/2014,1h 29m,Grégory Levasseur,https://www.themoviedb.org/movie/282813
1595,Invisible Sister,67.0,"Fantasy,Adventure,Comedy,TV Movie",12/10/2015,1h 17m,Paul Hoen,https://www.themoviedb.org/movie/360605
1596,Rock Dog,61.0,"Adventure,Animation,Comedy,Family,Music",02/24/2017,1h 30m,Ash Brannon,https://www.themoviedb.org/movie/333667
1597,Dragon Ball Z: The Fall of Men,68.0,"Action,Adventure",10/13/2015,29m,Yohan Faure,https://www.themoviedb.org/movie/786548
1598,Exit Wounds,56.0,"Action,Crime,Thriller",03/13/2001,1h 41m,Andrzej Bartkowiak,https://www.themoviedb.org/movie/10877
1599,Identity,72.0,"Mystery,Thriller",04/25/2003,1h 30m,James Mangold,https://www.themoviedb.org/movie/2832
1600,Arpeggio of Blue Steel -Ars Nova Cadenza-,79.0,"Action,Science Fiction",10/03/2015,1h 45m,Seiji Kishi,https://www.themoviedb.org/movie/357397
1601,Nice Sister-In-Law,63.0,"Romance,Drama",11/19/2015,1h 37m,Kang Hoon,https://www.themoviedb.org/movie/387844
1602,Stalker,83.0,"Science Fiction,Drama",05/25/1979,2h 42m,Andrei Tarkovsky,https://www.themoviedb.org/movie/1398
1603,Ju-on: The Grudge 2,63.0,"Horror,Thriller",08/23/2003,1h 32m,Takashi Shimizu,https://www.themoviedb.org/movie/9666
1604,Hal,68.0,"Animation,Romance",06/08/2013,1h,Ryotaro Makihara,https://www.themoviedb.org/movie/196761
1605,Daytime Shooting Star,79.0,Romance,03/24/2017,1h 59m,Takehiko Shinjo,https://www.themoviedb.org/movie/433950
1606,The Tuxedo,57.0,"Thriller,Action,Comedy,Science Fiction",09/27/2002,1h 38m,Michael J. Wilson,https://www.themoviedb.org/movie/10771
1607,Taya,53.0,Thriller,08/27/2021,1h 43m,Roman Perez Jr.,https://www.themoviedb.org/movie/860306
1608,Shin Godzilla,71.0,"Action,Science Fiction,Horror",07/29/2016,2h,Hideaki Anno,https://www.themoviedb.org/movie/315011
1609,7 Guardians of the Tomb,55.0,"Action,Adventure,Horror",02/23/2018,1h 30m,Kimble Rendall,https://www.themoviedb.org/movie/409582
1610,Queen of Hearts,68.0,Drama,03/28/2019,2h 7m,May el-Toukhy,https://www.themoviedb.org/movie/519465
1611,My Life in Ruins,61.0,"Comedy,Romance",06/05/2009,1h 35m,Donald Petrie,https://www.themoviedb.org/movie/23049
1612,National Lampoon's Vacation,71.0,"Comedy,Adventure",07/28/1983,1h 39m,Harold Ramis,https://www.themoviedb.org/movie/11153
1613,Blockers,63.0,Comedy,04/06/2018,1h 42m,Kay Cannon,https://www.themoviedb.org/movie/437557
1614,Perfect Blue,83.0,"Animation,Thriller",07/25/1997,1h 21m,Satoshi Kon,https://www.themoviedb.org/movie/10494
1615,The Legend of the Chupacabras,72.0,"Animation,Action,Adventure,Fantasy,Horror",10/21/2016,1h 21m,Alberto Rodríguez,https://www.themoviedb.org/movie/388045
1616,Johnny English Strikes Again,62.0,"Action,Adventure,Comedy",10/26/2018,1h 29m,Robert Wade,https://www.themoviedb.org/movie/463272
1617,La leyenda del Charro Negro,80.0,Animation,01/19/2018,1h 25m,Alberto Rodríguez,https://www.themoviedb.org/movie/494656
1618,The House That Jack Built,72.0,"Drama,Horror,Crime,Thriller",11/29/2018,2h 31m,Lars von Trier,https://www.themoviedb.org/movie/398173
1619,Office Love: Behind Closed Doors,36.0,Romance,07/20/1985,1h 11m,Yasuaki Uegaki,https://www.themoviedb.org/movie/262743
1620,Collide,55.0,"Thriller,Action",02/24/2017,1h 38m,Eran Creevy,https://www.themoviedb.org/movie/195590
1621,Pokémon Heroes: Latios and Latias,65.0,"Animation,Adventure,Action,Fantasy",07/13/2002,1h 11m,Jim Malone,https://www.themoviedb.org/movie/33875
1622,Metropolis,71.0,"Animation,Science Fiction",05/26/2001,1h 48m,Rintaro,https://www.themoviedb.org/movie/9606
1623,The Abyss,73.0,"Adventure,Action,Thriller,Science Fiction",08/09/1989,2h 19m,James Cameron,https://www.themoviedb.org/movie/2756
1624,Barbie Video Game Hero,70.0,"Animation,Family,Science Fiction",02/01/2017,1h 12m,Conrad Helten,https://www.themoviedb.org/movie/434757
1625,Weaponized,38.0,"Thriller,Action,Science Fiction",03/01/2016,1h 31m,Timothy Woodward Jr.,https://www.themoviedb.org/movie/383140
1626,Time Theorem,20.0,"Documentary,Family",05/08/2022,1h 30m,Andrés Kaiser,https://www.themoviedb.org/movie/968540
1627,My Little Pony: Equestria Girls: Friendship Games,73.0,"Animation,Music,Family",03/31/2016,1h 12m,Lauren Faust,https://www.themoviedb.org/movie/349158
1628,Minuscule 2: Mandibles from Far Away,71.0,"Animation,Adventure,Family,Comedy",01/30/2019,1h 32m,Thomas Szabo,https://www.themoviedb.org/movie/513302
1629,Elektra,50.0,"Action,Fantasy,Science Fiction",01/14/2005,1h 37m,Mark Steven Johnson,https://www.themoviedb.org/movie/9947
1630,Shottas,75.0,"Action,Adventure,Crime,Drama",02/27/2002,1h 35m,Cess Silvera,https://www.themoviedb.org/movie/13830
1631,Hot Shots!,65.0,"Action,Comedy,War",07/31/1991,1h 24m,Jim Abrahams,https://www.themoviedb.org/movie/9595
1632,Twitches Too,68.0,"Drama,Family,Fantasy,TV Movie",10/12/2007,1h 23m,Randi Reisfeld,https://www.themoviedb.org/movie/46169
1633,Sailor Moon R: The Movie,79.0,"Animation,Romance,Action,Fantasy",12/05/1993,1h 1m,Kunihiko Ikuhara,https://www.themoviedb.org/movie/37100
1634,Two Is a Family,77.0,"Drama,Comedy",12/07/2016,1h 58m,Hugo Gélin,https://www.themoviedb.org/movie/382591
1635,Mother's Job,47.0,"Romance,Drama",07/27/2017,1h 19m,Do Bong-san,https://www.themoviedb.org/movie/481871
1636,The Haunted,67.0,"Horror,Thriller,Mystery",01/23/2020,1h 15m,David Holroyd,https://www.themoviedb.org/movie/623034
1637,Elvis,0.0,"Drama,Music,History",06/24/2022,2h 39m,Baz Luhrmann,https://www.themoviedb.org/movie/614934
1638,The Classic,75.0,"Drama,Romance",01/30/2003,2h 7m,Kwak Jae-yong,https://www.themoviedb.org/movie/42190
1639,Big Daddy,64.0,"Comedy,Drama",06/25/1999,1h 33m,Steve Franks,https://www.themoviedb.org/movie/9032
1640,Booksmart,71.0,Comedy,05/24/2019,1h 42m,Olivia Wilde,https://www.themoviedb.org/movie/505600
1641,Videodrome,73.0,"Horror,Mystery,Science Fiction",02/04/1983,1h 28m,David Cronenberg,https://www.themoviedb.org/movie/837
1642,Scooby-Doo! and the Monster of Mexico,73.0,"Animation,Comedy,Family,Mystery",09/30/2003,1h 15m,Scott Jeralds,https://www.themoviedb.org/movie/21956
1643,Beauty in Rope Hell,54.0,Drama,08/26/1983,1h 17m,Genji Nakamura,https://www.themoviedb.org/movie/185689
1644,Big Fish,78.0,"Adventure,Fantasy,Drama",03/26/2004,2h 5m,Tim Burton,https://www.themoviedb.org/movie/587
1645,Jimmy Neutron: Boy Genius,59.0,"Family,Action,Adventure,Animation,Comedy,Science Fiction",12/21/2001,1h 23m,John A. Davis,https://www.themoviedb.org/movie/12589
1646,Kill Bill: The Whole Bloody Affair,80.0,"Action,Crime,Thriller",03/27/2011,4h 7m,Quentin Tarantino,https://www.themoviedb.org/movie/414419
1647,Sleepers,76.0,"Crime,Drama,Thriller",10/18/1996,2h 27m,Barry Levinson,https://www.themoviedb.org/movie/819
1648,Stoker,66.0,"Drama,Horror,Thriller",03/01/2013,1h 39m,Park Chan-wook,https://www.themoviedb.org/movie/86825
1649,Bad Sister,68.0,"Thriller,TV Movie",01/03/2016,1h 25m,Doug Campbell,https://www.themoviedb.org/movie/375846
1650,Silver Bullet,65.0,Horror,10/11/1985,1h 35m,Stephen King,https://www.themoviedb.org/movie/17898
1651,Wallace & Gromit: The Curse of the Were-Rabbit,70.0,"Adventure,Animation,Comedy,Family",10/07/2005,1h 25m,Nick Park,https://www.themoviedb.org/movie/533
1652,Sleepwalkers,59.0,"Fantasy,Horror,Thriller",04/10/1992,1h 31m,Mick Garris,https://www.themoviedb.org/movie/11428
1653,The Emperor of Paris,64.0,"Drama,Crime,Thriller",12/19/2018,2h 1m,Jean-François Richet,https://www.themoviedb.org/movie/478820
1654,Duel,74.0,"Action,Thriller,TV Movie",04/22/1983,1h 30m,Richard Matheson,https://www.themoviedb.org/movie/839
1655,Harriet,73.0,"Drama,History",11/01/2019,2h 5m,Kasi Lemmons,https://www.themoviedb.org/movie/506528
1656,The Man Who Knew Infinity,72.0,Drama,04/08/2016,1h 48m,Matt Brown,https://www.themoviedb.org/movie/353326
1657,Jason and the Argonauts,71.0,"Adventure,Family,Fantasy",06/19/1963,1h 44m,Don Chaffey,https://www.themoviedb.org/movie/11533
1658,RoboCop 2,59.0,"Action,Adventure,Crime,Science Fiction,Thriller",06/22/1990,1h 57m,Frank Miller,https://www.themoviedb.org/movie/5549
1659,Hide and Seek,64.0,"Horror,Mystery",01/27/2005,1h 41m,John Polson,https://www.themoviedb.org/movie/11096
1660,Freedom Writers,79.0,"Crime,Drama",01/05/2007,2h 3m,Richard LaGravenese,https://www.themoviedb.org/movie/1646
1661,Anacondas: Trail of Blood,48.0,"Action,Horror,Science Fiction",02/27/2009,1h 29m,Don E. FauntLeRoy,https://www.themoviedb.org/movie/19543
1662,Siberian Sniper,0.0,"Action,War,Thriller",05/10/2022,1h 35m,Dmitriy Koltzov,https://www.themoviedb.org/movie/964534
1663,Sheep & Wolves: Pig Deal,69.0,"Animation,Adventure,Comedy,Family",01/24/2019,1h 20m,Vladimir Nikolaev,https://www.themoviedb.org/movie/518755
1664,Hostile,57.0,"Drama,Horror,Romance,Science Fiction",03/08/2018,1h 22m,Mathieu Turi,https://www.themoviedb.org/movie/461992
1665,Backcountry,58.0,"Thriller,Drama,Horror",08/28/2015,1h 32m,Adam MacDonald,https://www.themoviedb.org/movie/228973
1666,Prisoners of the Ghostland,50.0,"Action,Thriller",08/31/2021,1h 43m,Sion Sono,https://www.themoviedb.org/movie/523638
1667,Big Brother,77.0,"Action,Drama,Comedy",08/16/2018,1h 51m,Kam Ka-Wai,https://www.themoviedb.org/movie/504056
1668,Amadeus,80.0,"History,Music,Drama",09/19/1984,2h 40m,Miloš Forman,https://www.themoviedb.org/movie/279
1669,Detachment,76.0,Drama,04/24/2011,1h 38m,Tony Kaye,https://www.themoviedb.org/movie/74308
1670,Scooby-Doo! and the Goblin King,79.0,"Animation,Mystery,Comedy,Family,Adventure,Fantasy,Music",09/23/2008,1h 15m,Joe Sichta,https://www.themoviedb.org/movie/12903
1671,Ghost in the Shell 2: Innocence,73.0,"Animation,Drama,Science Fiction",03/06/2004,1h 40m,Mamoru Oshii,https://www.themoviedb.org/movie/12140
1672,Spring Breakers,52.0,"Drama,Crime",03/22/2013,1h 34m,Harmony Korine,https://www.themoviedb.org/movie/122081
1673,Megalodon Rising,69.0,"Action,Science Fiction",08/27/2021,1h 26m,Brian Nowak,https://www.themoviedb.org/movie/866462
1674,Paperhouse,68.0,"Drama,Fantasy,Horror",02/17/1989,1h 32m,Bernard Rose,https://www.themoviedb.org/movie/41965
1675,"Josee, the Tiger and the Fish",85.0,"Animation,Drama,Romance",12/25/2020,1h 38m,Kotaro Tamura,https://www.themoviedb.org/movie/652837
1676,All Dogs Go to Heaven,67.0,"Drama,Animation,Family,Comedy,Fantasy",11/17/1989,1h 29m,Don Bluth,https://www.themoviedb.org/movie/11497
1677,Doraemon: Nobita and the Spiral City,71.0,"Animation,Science Fiction,Family",03/08/1997,1h 37m,Tsutomu Shibayama,https://www.themoviedb.org/movie/163394
1678,Quo Vadis,71.0,"Drama,History,Romance",12/25/1951,2h 51m,Mervyn LeRoy,https://www.themoviedb.org/movie/11620
1679,Shiloh,57.0,"Drama,Family",11/30/1996,1h 33m,Chip Rosenbloom,https://www.themoviedb.org/movie/33660
1680,Extreme Job,71.0,"Action,Comedy,Crime",01/23/2019,1h 51m,Lee Byeong-heon,https://www.themoviedb.org/movie/567646
1681,Hot Shots! Part Deux,65.0,"Action,Comedy,War",05/21/1993,1h 26m,Jim Abrahams,https://www.themoviedb.org/movie/9255
1682,Just Before I Go,65.0,"Comedy,Drama,Romance",04/24/2015,1h 35m,Courteney Cox,https://www.themoviedb.org/movie/258099
1683,Paper Towns,61.0,"Mystery,Drama,Romance",07/24/2015,1h 49m,Jake Schreier,https://www.themoviedb.org/movie/286565
1684,Mulholland Drive,78.0,"Thriller,Drama,Mystery",10/19/2001,2h 27m,David Lynch,https://www.themoviedb.org/movie/1018
1685,The Numbers Station,55.0,"Action,Thriller",04/26/2013,1h 30m,Kasper Barfoed,https://www.themoviedb.org/movie/77234
1686,Some Like It Hot,81.0,"Comedy,Music,Romance,Crime",03/19/1959,2h 2m,Billy Wilder,https://www.themoviedb.org/movie/239
1687,Dark Night of the Scarecrow 2,0.0,Horror,05/10/2022,1h 25m,J.D. Feigelson,https://www.themoviedb.org/movie/941516
1688,"Lust, Caution",72.0,"Action,Drama,Romance,Thriller",09/27/2007,2h 36m,Ang Lee,https://www.themoviedb.org/movie/4588
1689,Closest Love to Heaven,78.0,"Romance,Drama",02/25/2017,1h 49m,Taisuke  Kawamura,https://www.themoviedb.org/movie/438640
1690,Red Rocket,70.0,"Comedy,Drama",12/24/2021,2h 10m,Sean Baker,https://www.themoviedb.org/movie/763329
1691,Our Friend,73.0,"Drama,Romance",02/25/2019,2h 4m,Gabriela Cowperthwaite,https://www.themoviedb.org/movie/583903
1692,King of Thorn,65.0,"Fantasy,Animation,Science Fiction",10/09/2009,1h 45m,Kazuyoshi Katayama,https://www.themoviedb.org/movie/50388
1693,Northmen: A Viking Saga,54.0,"Adventure,Action,Drama",10/23/2014,1h 37m,Claudio Fäh,https://www.themoviedb.org/movie/286873
1694,Triangle,69.0,Horror,04/29/2010,1h 39m,Christopher Smith,https://www.themoviedb.org/movie/26466
1695,Tales of Vesperia: The First Strike,63.0,"Animation,Action,Adventure,Fantasy",10/03/2009,1h 50m,Kanta Kamei,https://www.themoviedb.org/movie/39319
1696,Hentai zenra okashi,20.0,,10/01/1982,1h 2m,Kazuo 'Gaira' Komizu,https://www.themoviedb.org/movie/911581
1697,A Dark Place,60.0,"Thriller,Mystery",10/07/2018,1h 29m,Simon Fellows,https://www.themoviedb.org/movie/412157
1698,Heatwave,61.0,Thriller,01/17/2022,1h 40m,Ernie Barbarash,https://www.themoviedb.org/movie/928270
1699,The Heartbreak Kid,57.0,"Comedy,Romance",10/05/2007,1h 56m,Bobby Farrelly,https://www.themoviedb.org/movie/9038
1700,Oscar and the Lady in Pink,65.0,Drama,12/09/2009,1h 45m,Éric-Emmanuel Schmitt,https://www.themoviedb.org/movie/51880
1701,The Anomaly,50.0,"Thriller,Action,Science Fiction",07/04/2014,1h 37m,Noel Clarke,https://www.themoviedb.org/movie/269173
1702,Dead Again in Tombstone,50.0,"Western,Action,Fantasy,Horror",08/30/2017,1h 39m,Roel Reiné,https://www.themoviedb.org/movie/473165
1703,A Score to Settle,62.0,"Action,Thriller,Drama",08/01/2019,1h 43m,Shawn Ku,https://www.themoviedb.org/movie/500922
1704,The Baytown Outlaws,60.0,"Action,Comedy,Crime",01/29/2013,1h 38m,Barry Battles,https://www.themoviedb.org/movie/81446
1705,An Ideal Adventure,41.0,Comedy,04/02/1982,1h 36m,Steno,https://www.themoviedb.org/movie/65733
1706,Urusei Yatsura: Only You,64.0,"Animation,Romance,Science Fiction,Comedy",02/11/1983,1h 41m,Mamoru Oshii,https://www.themoviedb.org/movie/150023
1707,Heavy Metal,65.0,"Animation,Science Fiction,Adventure,Fantasy,Music",08/07/1981,1h 30m,Jean Giraud,https://www.themoviedb.org/movie/11827
1708,Riley's First Date?,72.0,"Animation,Family",11/03/2015,8m,Josh Cooley,https://www.themoviedb.org/movie/355338
1709,Escobar: Paradise Lost,63.0,"Thriller,Romance",10/11/2014,2h,Andrea Di Stefano,https://www.themoviedb.org/movie/255343
1710,Mac & Devin Go to High School,63.0,Comedy,07/03/2012,1h 15m,Dylan C. Brown,https://www.themoviedb.org/movie/104859
1711,A Princess for Christmas,71.0,"Comedy,Family,TV Movie,Romance",12/03/2011,1h 29m,Michael Damian,https://www.themoviedb.org/movie/79113
1712,The Outsiders,73.0,"Crime,Drama",03/25/1983,1h 30m,Francis Ford Coppola,https://www.themoviedb.org/movie/227
1713,The Beverly Hillbillies,62.0,Comedy,10/15/1993,1h 33m,Penelope Spheeris,https://www.themoviedb.org/movie/11041
1714,Open Season: Scared Silly,59.0,"Animation,Comedy,Family,Adventure",12/18/2015,1h 24m,David Feiss,https://www.themoviedb.org/movie/382517
1715,Splice,58.0,"Horror,Thriller,Science Fiction",10/06/2009,1h 44m,Vincenzo Natali,https://www.themoviedb.org/movie/37707
1716,Cinema Paradiso,85.0,"Drama,Romance",08/16/1991,2h 4m,Giuseppe Tornatore,https://www.themoviedb.org/movie/11216
1717,Heist,61.0,Action,11/13/2015,1h 33m,Scott Mann,https://www.themoviedb.org/movie/336004
1718,The Little Rascals,67.0,"Romance,Comedy,Family",08/05/1994,1h 22m,Penelope Spheeris,https://www.themoviedb.org/movie/10897
1719,Dead Heat,61.0,"Action,Horror,Science Fiction,Thriller",05/06/1988,1h 26m,Mark Goldblatt,https://www.themoviedb.org/movie/40095
1720,A Model Kidnapping,59.0,"Thriller,TV Movie",10/25/2020,1h 25m,Damián Romay,https://www.themoviedb.org/movie/613860
1721,Police Story,75.0,"Action,Crime,Thriller",12/14/1985,1h 41m,Jackie Chan,https://www.themoviedb.org/movie/9056
1722,My Girl,74.0,"Comedy,Drama",11/27/1991,1h 43m,Howard Zieff,https://www.themoviedb.org/movie/4032
1723,King Kong Lives,53.0,"Fantasy,Action,Adventure",12/19/1986,1h 45m,Ronald Shusett,https://www.themoviedb.org/movie/31947
1724,Scooby-Doo! Return to Zombie Island,70.0,"Animation,Comedy,Family,Adventure",10/01/2019,1h 20m,Joseph Barbera,https://www.themoviedb.org/movie/615774
1725,Rick and Morty vs Genocider,35.0,Animation,07/25/2020,8m,Takashi Sano,https://www.themoviedb.org/movie/855420
1726,KASANE –Beauty and Fate–,66.0,"Mystery,Fantasy",09/07/2018,1h 52m,Yuichi Satoh,https://www.themoviedb.org/movie/514879
1727,Seven Samurai,85.0,"Action,Drama",04/26/1954,3h 27m,Akira Kurosawa,https://www.themoviedb.org/movie/346
1728,Zombies! Zombies! Zombies!,42.0,"Horror,Comedy",09/09/2008,1h 22m,Anthony Steven Giordano,https://www.themoviedb.org/movie/24948
1729,Sharknado 3: Oh Hell No!,46.0,"Action,TV Movie,Science Fiction,Comedy,Adventure",07/22/2015,1h 28m,Anthony C. Ferrante,https://www.themoviedb.org/movie/331446
1730,The Lobster,70.0,"Comedy,Drama,Romance",10/16/2015,1h 58m,Yorgos Lanthimos,https://www.themoviedb.org/movie/254320
1731,Scooby-Doo! Abracadabra-Doo,78.0,"Animation,Comedy,Family,Mystery,Fantasy",02/16/2010,1h 15m,Tony Cervone,https://www.themoviedb.org/movie/32916
1732,Cosmoball,64.0,"Science Fiction,Adventure",08/27/2020,1h 55m,Dzhanik Fayziev,https://www.themoviedb.org/movie/517096
1733,American Me,73.0,"Crime,Drama",03/13/1992,2h 5m,Floyd Mutrux,https://www.themoviedb.org/movie/13199
1734,Creepshow 2,62.0,"Horror,Comedy",05/01/1987,1h 32m,Michael Gornick,https://www.themoviedb.org/movie/16288
1735,La Grande Vadrouille,79.0,"Comedy,War",12/08/1966,2h 12m,Gérard Oury,https://www.themoviedb.org/movie/8290
1736,Psycho II,64.0,"Horror,Mystery,Thriller",06/03/1983,1h 53m,Robert Bloch,https://www.themoviedb.org/movie/10576
1737,Terrifier,61.0,Horror,08/09/2011,20m,Damien Leone,https://www.themoviedb.org/movie/86328
1738,Spaceballs,68.0,"Comedy,Science Fiction",06/24/1987,1h 36m,Mel Brooks,https://www.themoviedb.org/movie/957
1739,Beneath the Planet of the Apes,62.0,"Adventure,Science Fiction,Mystery",05/26/1970,1h 35m,Pierre Boulle,https://www.themoviedb.org/movie/1685
1740,Perfect Strangers,79.0,"Comedy,Drama",02/11/2016,1h 37m,Paolo Genovese,https://www.themoviedb.org/movie/381341
1741,Hard Target,63.0,Action,08/20/1993,1h 37m,John Woo,https://www.themoviedb.org/movie/2019
1742,The One,61.0,"Action,Science Fiction,Thriller",11/02/2001,1h 27m,James Wong,https://www.themoviedb.org/movie/10796
1743,Rurouni Kenshin Part II: Kyoto Inferno,77.0,"Action,Adventure,Drama,Fantasy",08/01/2014,2h 18m,Keishi Ōtomo,https://www.themoviedb.org/movie/221731
1744,Ben 10: Destroy All Aliens,62.0,"Animation,Science Fiction,Family,Action",03/23/2012,1h 6m,Victor Cook,https://www.themoviedb.org/movie/96826
1745,Fist of the North Star: Legend of Raoh - Chapter of Death in Love,67.0,"Animation,Action",03/11/2006,1h 35m,Buronson,https://www.themoviedb.org/movie/109080
1746,A Knight's Tale,69.0,"Adventure,Drama,Romance,Action",05/11/2001,2h 12m,Brian Helgeland,https://www.themoviedb.org/movie/9476
1747,Green Room,67.0,"Horror,Crime,Thriller",04/29/2016,1h 35m,Jeremy Saulnier,https://www.themoviedb.org/movie/313922
1748,Leroy & Stitch,66.0,"Animation,Comedy,Family",06/23/2006,1h 13m,Roberts Gannaway,https://www.themoviedb.org/movie/21316
1749,Girl vs. Monster,64.0,"Family,Comedy,Science Fiction,TV Movie",10/12/2012,1h 29m,Stuart Gillard,https://www.themoviedb.org/movie/138038
1750,Death Note: The Last Name,70.0,"Fantasy,Thriller,Mystery",11/03/2006,2h 21m,Shusuke Kaneko,https://www.themoviedb.org/movie/16140
1751,Sonic the Hedgehog: The Movie,68.0,"Action,Adventure,Animation",01/26/1996,55m,Kazunori Ikegami,https://www.themoviedb.org/movie/16355
1752,Ninja Scroll,78.0,"Fantasy,Adventure,Animation",06/05/1993,1h 34m,Yoshiaki Kawajiri,https://www.themoviedb.org/movie/14282
1753,Charm City Kings,80.0,Drama,10/08/2020,2h 5m,Ángel Manuel Soto,https://www.themoviedb.org/movie/552532
1754,Next Friday,64.0,Comedy,01/12/2000,1h 38m,Ice Cube,https://www.themoviedb.org/movie/10471
1755,In Full Bloom,70.0,"Action,Drama",12/18/2020,1h 28m,Reza Ghassemi,https://www.themoviedb.org/movie/608813
1756,Ginger Snaps,68.0,Horror,05/11/2001,1h 48m,John Fawcett,https://www.themoviedb.org/movie/9871
1757,The War with Grandpa,65.0,"Comedy,Family",10/09/2020,1h 38m,Tim Hill,https://www.themoviedb.org/movie/425001
1758,The Collector,66.0,"Horror,Thriller",07/31/2009,1h 28m,Marcus Dunstan,https://www.themoviedb.org/movie/21407
1759,Star Wars: Wrath of the Mandalorian,71.0,,07/06/2008,12m,Kelly Dolen,https://www.themoviedb.org/movie/914573
1760,Instructions Not Included,77.0,"Comedy,Drama",07/20/2013,2h 2m,Eugenio Derbez,https://www.themoviedb.org/movie/211954
1761,Shattered,60.0,Thriller,03/11/2022,1h 32m,Luis Prieto,https://www.themoviedb.org/movie/844398
1762,Brain Sex,59.0,"Crime,Drama,Horror",12/23/1988,1h 3m,Hisayasu Satô,https://www.themoviedb.org/movie/264467
1763,Beyond Jurassic Park,68.0,"Science Fiction,Adventure,Action,Thriller",01/01/2001,1h 58m,Laurent Bouzereau,https://www.themoviedb.org/movie/516058
1764,An Ordinary Man,65.0,"Action,Drama,War",11/29/2018,1h 30m,Brad Silberling,https://www.themoviedb.org/movie/405965
1765,The Legend of Zorro,61.0,"Action,Adventure,Western",10/25/2005,2h 9m,Roberto Orci,https://www.themoviedb.org/movie/1656
1766,The Sons of Katie Elder,71.0,Western,06/23/1965,2h 2m,Henry Hathaway,https://www.themoviedb.org/movie/16211
1767,Ajin: Demi-Human – Compel,72.0,"Animation,Action,Thriller",11/27/2015,1h 44m,Hiroaki Ando,https://www.themoviedb.org/movie/357390
1768,Grand Isle,58.0,"Thriller,Action",12/06/2019,1h 37m,Stephen S. Campanelli,https://www.themoviedb.org/movie/560192
1769,The Ages of Lulu,63.0,Drama,12/03/1990,1h 35m,Bigas Luna,https://www.themoviedb.org/movie/53932
1770,Extraterrestrial,55.0,"Science Fiction,Comedy",03/23/2012,1h 30m,Nacho Vigalondo,https://www.themoviedb.org/movie/76333
1771,Eliminators,65.0,Action,12/01/2016,1h 35m,James Nunn,https://www.themoviedb.org/movie/421313
1772,200 Pounds Beauty,68.0,"Drama,Comedy,Romance",12/14/2006,2h,Kim Yong-hwa,https://www.themoviedb.org/movie/18377
1773,Seven Minutes,38.0,Comedy,06/12/2009,1h 42m,Daniela Féjerman,https://www.themoviedb.org/movie/25259
1774,Follow Me,65.0,"Horror,Thriller",09/18/2020,1h 28m,Will Wernick,https://www.themoviedb.org/movie/606625
1775,A Millionaire's First Love,74.0,"Drama,Romance",02/09/2006,1h 56m,Kim Tae-gyun,https://www.themoviedb.org/movie/40211
1776,Species II,51.0,"Science Fiction,Action,Horror",04/10/1998,1h 33m,Dennis Feldman,https://www.themoviedb.org/movie/10216
1777,Robinson Crusoe,58.0,"Animation,Adventure,Comedy,Family",02/04/2016,1h 30m,Ben Stassen,https://www.themoviedb.org/movie/368940
1778,John Q,72.0,"Drama,Thriller,Crime",02/15/2002,1h 56m,James Kearns,https://www.themoviedb.org/movie/8470
1779,Thunderbolt,64.0,"Action,Thriller",09/08/1995,1h 48m,Gordon Chan,https://www.themoviedb.org/movie/10348
1780,RV,59.0,"Family,Comedy",04/28/2006,1h 39m,Barry Sonnenfeld,https://www.themoviedb.org/movie/9530
1781,Rock Star,67.0,"Music,Drama,Comedy",09/07/2001,1h 45m,Stephen Herek,https://www.themoviedb.org/movie/12508
1782,Ju-on: The Grudge,67.0,Horror,01/25/2003,1h 32m,Takashi Shimizu,https://www.themoviedb.org/movie/11838
1783,Home Alone: The Holiday Heist,53.0,"Comedy,Family,TV Movie",11/25/2012,1h 27m,John Hughes,https://www.themoviedb.org/movie/134375
1784,Dragon Ball: Goku's Traffic Safety,67.0,Animation,06/01/1988,15m,Mitsuo Hashimoto,https://www.themoviedb.org/movie/273653
1785,She's All That,63.0,"Comedy,Romance",01/29/1999,1h 35m,Robert Iscove,https://www.themoviedb.org/movie/10314
1786,Curve,58.0,"Horror,Thriller",10/14/2015,1h 26m,Iain Softley,https://www.themoviedb.org/movie/347754
1787,We Need to Talk About Kevin,76.0,"Drama,Thriller",10/21/2011,1h 53m,Lynne Ramsay,https://www.themoviedb.org/movie/71859
1788,Camp Rock 2: The Final Jam,63.0,"Comedy,Music,TV Movie",09/17/2010,1h 44m,Karin Gist,https://www.themoviedb.org/movie/44244
1789,Ne Zha,80.0,"Animation,Fantasy,Adventure",07/26/2019,1h 50m,Yu Yang,https://www.themoviedb.org/movie/615453
