,Name,Rating,Genre,Release date,Runtime,Director,Url 
787,The Man Who Fell to Earth,65.0,"Drama,Science Fiction",05/28/1976,2h 18m,Nicolas Roeg,https://www.themoviedb.org/movie/991
788,Lassie Come Home,66.0,"Adventure,Family",02/20/2020,1h 40m,Hanno Olderdissen,https://www.themoviedb.org/movie/657811
789,The Lost Prince,58.0,"Fantasy,Adventure,Comedy",02/12/2020,1h 41m,Michel Hazanavicius,https://www.themoviedb.org/movie/520725
790,[REC]³ Genesis,52.0,Horror,03/30/2012,1h 20m,Paco Plaza,https://www.themoviedb.org/movie/80280
791,Emperor,61.0,"Drama,History,War",03/08/2013,1h 45m,Peter Webber,https://www.themoviedb.org/movie/127372
792,Planet Hulk,70.0,"Science Fiction,Animation,Action",02/02/2010,1h 21m,Stan Lee,https://www.themoviedb.org/movie/30675
793,Fox in Fuso,0.0,Romance,05/10/2020,1h 30m,Ting Pan,https://www.themoviedb.org/movie/703120
794,One Piece: Adventure of Nebulandia,74.0,"Action,Animation,Adventure,Comedy,Fantasy",12/20/2015,1h 46m,Konosuke Uda,https://www.themoviedb.org/movie/373879
795,Eden Lake,68.0,"Horror,Thriller",09/12/2008,1h 31m,James Watkins,https://www.themoviedb.org/movie/13510
796,Bayala: A Magical Adventure,58.0,"Adventure,Animation,Family,Fantasy",10/24/2019,1h 25m,Federico Milella,https://www.themoviedb.org/movie/587065
797,The Barbie Diaries,62.0,"Family,Animation",12/31/2006,1h 10m,Eric Fogel,https://www.themoviedb.org/movie/21705
798,"Love, Chunibyo & Other Delusions! Take On Me",79.0,"Animation,Comedy,Fantasy",01/06/2018,1h 34m,Tatsuya Ishihara,https://www.themoviedb.org/movie/460399
799,3096 Days,75.0,Drama,02/28/2013,1h 51m,Sherry Hormann,https://www.themoviedb.org/movie/166666
800,"Batman: The Dark Knight Returns, Part 1",78.0,"Science Fiction,Action,Animation,Mystery",09/25/2012,1h 16m,Jay Oliva,https://www.themoviedb.org/movie/123025
801,Puss in Boots: The Three Diablos,65.0,"Adventure,Animation,Comedy,Family",02/07/2012,13m,Raman Hui,https://www.themoviedb.org/movie/83201
802,Father Stu,72.0,Drama,04/13/2022,2h 4m,Rosalind Ross,https://www.themoviedb.org/movie/809140
803,Inuyasha the Movie: Affections Touching Across Time,76.0,"Action,Animation,Adventure,Fantasy",12/15/2001,1h 39m,Toshiya Shinohara,https://www.themoviedb.org/movie/42360
804,Promare,71.0,"Animation,Action,Science Fiction",05/24/2019,1h 51m,Hiroyuki Imaishi,https://www.themoviedb.org/movie/553600
805,Primal: Tales of Savagery,84.0,"Action,Adventure,Animation",01/07/2020,1h 25m,Genndy Tartakovsky,https://www.themoviedb.org/movie/704264
806,Grappler Baki: The Ultimate Fighter,63.0,"Animation,Action",08/21/1994,45m,Keisuke Itagaki,https://www.themoviedb.org/movie/68449
807,Siren,60.0,Horror,12/02/2016,1h 22m,David Bruckner,https://www.themoviedb.org/movie/355506
808,"Love, Chunibyo & Other Delusions! Rikka Version",70.0,"Comedy,Animation,Drama,Romance",09/14/2013,1h 37m,Tatsuya Ishihara,https://www.themoviedb.org/movie/214553
809,Let There Be Light,63.0,Drama,10/27/2017,1h 40m,Kevin Sorbo,https://www.themoviedb.org/movie/480881
810,Never Back Down 2: The Beatdown,64.0,"Drama,Action",09/13/2011,1h 39m,Michael Jai White,https://www.themoviedb.org/movie/70006
811,RoboCop,73.0,"Action,Thriller,Science Fiction",07/17/1987,1h 42m,Paul Verhoeven,https://www.themoviedb.org/movie/5548
812,The Divine Fury,68.0,"Action,Horror",07/31/2019,2h 9m,Kim Joo-hwan,https://www.themoviedb.org/movie/571627
813,Hocus Pocus,70.0,"Comedy,Family,Fantasy",07/16/1993,1h 36m,Mick Garris,https://www.themoviedb.org/movie/10439
814,Brawl in Cell Block 99,70.0,"Action,Crime,Thriller",09/23/2017,2h 12m,S. Craig Zahler,https://www.themoviedb.org/movie/398175
815,After Porn Ends,57.0,Documentary,05/21/2012,1h 30m,Bryce Wagoner,https://www.themoviedb.org/movie/109520
816,Marvel One-Shot: Agent Carter,74.0,"Action,Adventure,Science Fiction,Fantasy",09/03/2013,15m,Louis D'Esposito,https://www.themoviedb.org/movie/211387
817,Heks,63.0,"Horror,Drama",12/15/2020,1h 22m,Reine Swart,https://www.themoviedb.org/movie/718022
818,The Animatrix,72.0,"Animation,Science Fiction",09/19/2003,1h 42m,Yoshiaki Kawajiri,https://www.themoviedb.org/movie/55931
819,Dragon Ball: Sleeping Princess in Devil's Castle,65.0,"Action,Animation",07/18/1987,45m,Daisuke Nishio,https://www.themoviedb.org/movie/39145
820,Open 24 Hours,55.0,"Horror,Thriller",08/18/2020,1h 42m,Padraig Reynolds,https://www.themoviedb.org/movie/532638
821,Guinea Pig 2: Flower of Flesh and Blood,47.0,Horror,10/07/1985,42m,Hideshi Hino,https://www.themoviedb.org/movie/36073
822,Species,59.0,"Science Fiction,Horror,Action",07/07/1995,1h 48m,Dennis Feldman,https://www.themoviedb.org/movie/9348
823,Little Tornadoes,0.0,,05/12/2022,1h 34m,Aaron Wilson,https://www.themoviedb.org/movie/842229
824,The Little Mermaid,50.0,"Family,Adventure,Fantasy,Romance,Drama",08/02/2018,1h 38m,Blake Harris,https://www.themoviedb.org/movie/385448
825,Grisaia: Phantom Trigger The Animation,50.0,"Action,Animation",03/15/2019,1h 30m,Motoki Tanaka,https://www.themoviedb.org/movie/601980
826,Shutter,72.0,"Fantasy,Horror,Mystery,Thriller",09/09/2004,1h 37m,Parkpoom Wongpoom,https://www.themoviedb.org/movie/17111
827,Operation Merry Christmas: The Elf Con,70.0,"Comedy,Crime",12/11/2021,1h 17m,Alonso Iñiguez,https://www.themoviedb.org/movie/914241
828,We Are the Nobles,79.0,Comedy,03/28/2013,1h 48m,Gary Alazraki,https://www.themoviedb.org/movie/180147
829,Young and Wild,63.0,"Comedy,Drama",03/29/2012,1h 32m,Marialy Rivas,https://www.themoviedb.org/movie/84354
830,Tremors 5: Bloodlines,55.0,"Action,Adventure,Comedy,Horror,Science Fiction",10/06/2015,1h 39m,Don Michael Paul,https://www.themoviedb.org/movie/339530
831,Planet of the Apes,76.0,"Science Fiction,Adventure,Drama,Action",02/07/1968,1h 52m,Franklin J. Schaffner,https://www.themoviedb.org/movie/871
832,Dragon Ball Z Side Story: Plan to Eradicate the Saiyans,64.0,"Action,Adventure,Animation",09/23/1993,59m,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/652754
833,The Huntsman: Winter's War,63.0,"Action,Adventure,Drama",04/22/2016,1h 54m,Evan Daugherty,https://www.themoviedb.org/movie/290595
834,One Piece: Curse of the Sacred Sword,70.0,"Animation,Adventure,Action",03/06/2004,1h 35m,Eiichiro Oda,https://www.themoviedb.org/movie/44728
835,Scooby-Doo! Curse of the Lake Monster,62.0,"Mystery,Fantasy,Comedy,Adventure",10/15/2010,1h 20m,Brian Levant,https://www.themoviedb.org/movie/47533
836,We Broke Up,61.0,"Romance,Comedy",04/23/2021,1h 22m,Jeff Rosenberg,https://www.themoviedb.org/movie/680319
837,Fracture,73.0,Thriller,04/20/2007,1h 53m,Gregory Hoblit,https://www.themoviedb.org/movie/6145
838,Sin Nombre,76.0,"Drama,Action,Thriller,Crime",04/17/2009,1h 36m,Cary Joji Fukunaga,https://www.themoviedb.org/movie/21191
839,After My Death,70.0,"Drama,Mystery",09/13/2018,1h 53m,Kim Ui-seok,https://www.themoviedb.org/movie/483539
840,Love The Way You Are,52.0,"Romance,Comedy",06/21/2019,1h 30m,Dai Meng Ying,https://www.themoviedb.org/movie/597295
841,Every Day,72.0,"Fantasy,Romance",02/23/2018,1h 37m,Michael Sucsy,https://www.themoviedb.org/movie/465136
842,The Maid,62.0,"Horror,Thriller,Drama,Fantasy",07/13/2020,1h 42m,Lee Thongkham,https://www.themoviedb.org/movie/709717
843,Fallen,61.0,"Drama,Fantasy,Romance",11/10/2016,1h 31m,Scott Hicks,https://www.themoviedb.org/movie/283378
844,Time Trap,61.0,"Science Fiction,Adventure",06/14/2017,1h 35m,Mark Dennis,https://www.themoviedb.org/movie/455839
845,Scooby-Doo! in Where's My Mummy?,74.0,"Mystery,Animation,Family,Adventure,Comedy,Fantasy",12/13/2005,1h 15m,Joe Sichta,https://www.themoviedb.org/movie/20558
846,Fucking Different XXX,64.0,Drama,02/08/2012,1h 34m,Bruce LaBruce,https://www.themoviedb.org/movie/187257
847,The Orphanage,72.0,"Horror,Drama,Thriller",10/11/2007,1h 45m,J. A. Bayona,https://www.themoviedb.org/movie/6537
848,Rumble,69.0,"Family,Comedy,Animation",12/15/2021,1h 35m,Hamish Grieve,https://www.themoviedb.org/movie/598331
849,Sarkaru Vaari Paata,100.0,"Action,Drama",05/12/2022,2h 42m,Parasuram Petla,https://www.themoviedb.org/movie/784696
850,Summer Wars,75.0,Animation,08/01/2009,1h 54m,Mamoru Hosoda,https://www.themoviedb.org/movie/28874
851,Pirates of the Caribbean: Tales of the Code: Wedlocked,70.0,"Adventure,Action,Fantasy",10/18/2011,10m,James Ward Byrkit,https://www.themoviedb.org/movie/230652
852,Ben 10 Alien Swarm,63.0,Adventure,11/25/2009,1h 30m,Alex Winter,https://www.themoviedb.org/movie/25642
853,Bleach the Movie: Memories of Nobody,69.0,"Fantasy,Animation,Science Fiction",12/16/2006,1h 27m,Noriyuki Abe,https://www.themoviedb.org/movie/15575
854,An American Tail: Fievel Goes West,63.0,"Adventure,Animation,Family,Western",11/21/1991,1h 15m,David Kirschner,https://www.themoviedb.org/movie/10380
855,As the Gods Will,72.0,"Thriller,Horror,Comedy,Mystery",11/15/2014,1h 57m,Takashi Miike,https://www.themoviedb.org/movie/241863
856,Elizabeth Harvest,62.0,"Thriller,Science Fiction,Mystery,Horror",08/10/2018,1h 45m,Sebastián Gutiérrez,https://www.themoviedb.org/movie/457041
857,Frivolous Lola,47.0,"Comedy,Romance",06/01/1998,1h 45m,Tinto Brass,https://www.themoviedb.org/movie/50124
858,Hellboy,67.0,"Fantasy,Action",05/14/2004,2h 2m,Guillermo del Toro,https://www.themoviedb.org/movie/1487
859,Ao Oni The Animation,52.0,"Horror,Animation",02/11/2017,1h,Toshirou Hamamura,https://www.themoviedb.org/movie/432130
860,Crimson Peak,66.0,"Horror,Thriller,Romance,Mystery",10/16/2015,1h 59m,Guillermo del Toro,https://www.themoviedb.org/movie/201085
861,Hijra in Between,72.0,"Romance,Drama,TV Movie",03/31/2021,1h 23m,Tsai Mi Chieh,https://www.themoviedb.org/movie/600950
862,Tony Hawk: Until the Wheels Fall Off,73.0,Documentary,04/05/2022,2h 15m,Sam Jones,https://www.themoviedb.org/movie/881198
863,Trainwreck,58.0,"Comedy,Drama,Romance",07/17/2015,2h 5m,Judd Apatow,https://www.themoviedb.org/movie/271718
864,Killing Season,55.0,"Action,Thriller",07/12/2013,1h 31m,Mark Steven Johnson,https://www.themoviedb.org/movie/77663
865,A Cinderella Story: If the Shoe Fits,72.0,"Comedy,Family,Fantasy,Music",08/02/2016,1h 32m,Michelle Johnston,https://www.themoviedb.org/movie/407655
866,Hardcore Henry,64.0,"Action,Adventure,Science Fiction",04/07/2016,1h 37m,Ilya Naishuller,https://www.themoviedb.org/movie/325348
867,Safe,65.0,"Action,Crime,Thriller",05/04/2012,1h 34m,Boaz Yakin,https://www.themoviedb.org/movie/72387
868,Blue Lagoon: The Awakening,65.0,"Drama,Adventure,Romance,TV Movie",12/18/2012,1h 25m,Jake Newsome,https://www.themoviedb.org/movie/115290
869,Musume Bugyo On-na Ro Hisho,0.0,,03/24/1995,1h 18m,Ryôji Shinmura,https://www.themoviedb.org/movie/729791
870,Chernobyl Diaries,52.0,"Horror,Thriller",05/25/2012,1h 28m,Bradley Parker,https://www.themoviedb.org/movie/93856
871,The Intruder,55.0,Thriller,07/30/2021,1h 35m,Natalia Meta,https://www.themoviedb.org/movie/667757
872,Fate/stay night: Heaven's Feel I. Presage Flower,75.0,"Action,Animation,Drama,Fantasy,Romance",10/14/2017,2h,Tomonori Sudo,https://www.themoviedb.org/movie/283984
873,The Loft,64.0,Thriller,01/30/2015,1h 48m,Bart De Pauw,https://www.themoviedb.org/movie/72784
874,Jackass: The Movie,63.0,"Comedy,Documentary,Action",10/25/2002,1h 28m,Jeff Tremaine,https://www.themoviedb.org/movie/9012
875,Young & Beautiful,64.0,Drama,08/21/2013,1h 35m,François Ozon,https://www.themoviedb.org/movie/184314
876,The Spanish Main,64.0,"Adventure,Drama,Romance",10/01/1945,1h 40m,Frank Borzage,https://www.themoviedb.org/movie/97735
877,30 Days of Night,64.0,"Horror,Thriller",10/19/2007,1h 53m,Steve Niles,https://www.themoviedb.org/movie/4513
878,Rampant,68.0,"Action,Horror,Drama,Fantasy",10/25/2018,2h 2m,Kim Sung-hoon,https://www.themoviedb.org/movie/537190
879,Death Race: Beyond Anarchy,64.0,"Action,Thriller,Science Fiction",10/02/2018,1h 51m,Don Michael Paul,https://www.themoviedb.org/movie/401478
880,The Pianist,84.0,"Drama,War",03/28/2003,2h 30m,Roman Polanski,https://www.themoviedb.org/movie/423
881,The Worst Person in the World,76.0,"Comedy,Drama,Romance",10/15/2021,2h 8m,Joachim Trier,https://www.themoviedb.org/movie/660120
882,Originless,56.0,"Thriller,Horror",10/25/2020,1h 33m,Rigoberto Castañeda,https://www.themoviedb.org/movie/554585
883,Halloween,76.0,"Horror,Thriller",10/25/1978,1h 31m,John Carpenter,https://www.themoviedb.org/movie/948
884,"Tad, the Lost Explorer",60.0,"Animation,Comedy,Adventure,Family",08/31/2012,1h 30m,Enrique Gato,https://www.themoviedb.org/movie/121734
885,Anaconda,51.0,"Adventure,Horror,Thriller",04/11/1997,1h 29m,Jack Epps Jr.,https://www.themoviedb.org/movie/9360
886,Saint Seiya: Legend of Crimson Youth,75.0,"Action,Animation,Fantasy",07/23/1988,1h 15m,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/66105
887,Doraemon: New Nobita's Great Demon – Peko and the Exploration Party of Five,70.0,"Family,Animation,Adventure",03/08/2014,1h 49m,Shinnosuke Yakuwa,https://www.themoviedb.org/movie/285812
888,Bleach the Movie: Fade to Black,70.0,"Action,Animation,Fantasy,Drama",12/13/2008,1h 34m,Noriyuki Abe,https://www.themoviedb.org/movie/17165
889,Anaconda 3: Offspring,48.0,"Action,Horror,Thriller",01/01/2008,1h 31m,Don E. FauntLeRoy,https://www.themoviedb.org/movie/14863
890,Julia X,50.0,Horror,09/24/2011,1h 32m,P.J. Pettiette,https://www.themoviedb.org/movie/84228
891,It Boy,63.0,Comedy,03/06/2013,1h 32m,David Moreau,https://www.themoviedb.org/movie/173185
892,Angels of Sex,65.0,"Romance,Drama",05/04/2012,1h 45m,Xavier Villaverde,https://www.themoviedb.org/movie/104634
893,Forever My Girl,76.0,"Romance,Drama,Music",01/26/2018,1h 44m,Bethany Ashton Wolf,https://www.themoviedb.org/movie/417261
894,Heaven's Lost Property Final – The Movie: Eternally My Master,76.0,"Animation,Romance,Science Fiction,Comedy",04/27/2014,49m,Yoshihiro Watanabe,https://www.themoviedb.org/movie/246464
895,Camp Cool Kids,57.0,Family,08/25/2019,1h 44m,Lisa Arnold,https://www.themoviedb.org/movie/467988
896,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,76.0,"Action,Animation,Adventure,Fantasy",12/22/2002,1h 40m,Toshiya Shinohara,https://www.themoviedb.org/movie/22537
897,Mr. Osomatsu the Movie,76.0,"Comedy,Animation",03/15/2019,1h 48m,Youichi Fujita,https://www.themoviedb.org/movie/559519
898,The Legend of the Nahuala,76.0,"Animation,Family,Fantasy",10/31/2007,1h 20m,Ricardo Arnaiz,https://www.themoviedb.org/movie/29826
899,Legend Quest: The Legend of the Guanajuato Mummies,78.0,"Animation,Horror,Adventure,Comedy",10/30/2014,1h 23m,Alberto Rodríguez,https://www.themoviedb.org/movie/268690
900,Jungle,65.0,"Adventure,Drama,Thriller",06/27/2017,1h 55m,Greg McLean,https://www.themoviedb.org/movie/390062
901,Firestarter,63.0,"Horror,Thriller,Science Fiction",05/11/1984,1h 54m,Mark L. Lester,https://www.themoviedb.org/movie/11495
902,Black Emanuelle,45.0,"Drama,Romance,Adventure",11/27/1975,1h 34m,Bitto Albertini,https://www.themoviedb.org/movie/40348
903,Friday,71.0,Comedy,04/26/1995,1h 31m,Ice Cube,https://www.themoviedb.org/movie/10634
904,Pinocchio,66.0,"Fantasy,Adventure,Drama",08/14/2020,2h 5m,Matteo Garrone,https://www.themoviedb.org/movie/413518
905,I've Always Liked You,76.0,"Animation,Drama,Romance",04/23/2016,1h 3m,Tetsuya Yanagisawa,https://www.themoviedb.org/movie/374853
906,Gifted Hands: The Ben Carson Story,78.0,Drama,02/07/2009,1h 26m,Thomas Carter,https://www.themoviedb.org/movie/22683
907,Return of the Tooth Fairy,65.0,Horror,06/15/2020,1h 31m,Louisa Warren,https://www.themoviedb.org/movie/708336
908,Wishmaster 2: Evil Never Dies,54.0,"Fantasy,Horror",03/12/1999,1h 36m,Jack Sholder,https://www.themoviedb.org/movie/12594
909,"Madrid, 1987",63.0,Drama,09/22/2011,1h 44m,David Trueba,https://www.themoviedb.org/movie/84308
910,The Crime Doctor’s Strangest Case,40.0,"Crime,Drama",12/09/1943,1h 8m,Eric Taylor,https://www.themoviedb.org/movie/84650
911,They Live Inside Us,58.0,Horror,10/06/2020,1h 43m,Michael Ballif,https://www.themoviedb.org/movie/733491
912,30 Days of Night: Dark Days,49.0,"Horror,Thriller",10/05/2010,1h 32m,Ben Ketai,https://www.themoviedb.org/movie/42941
913,High School,58.0,Comedy,06/03/2010,1h 39m,John Stalberg Jr.,https://www.themoviedb.org/movie/27584
914,Gonjiam: Haunted Asylum,73.0,"Horror,Mystery",03/28/2018,1h 34m,Jung Bum-shik,https://www.themoviedb.org/movie/508642
915,Escape Room,50.0,"Horror,Thriller,Fantasy",08/31/2017,1h 30m,Peter Dukes,https://www.themoviedb.org/movie/431259
916,Doraemon: Nobita and the Kingdom of Clouds,70.0,"Animation,Fantasy",03/07/1992,1h 30m,Tsutomu Shibayama,https://www.themoviedb.org/movie/134162
917,Belfast,72.0,Drama,01/21/2022,1h 38m,Kenneth Branagh,https://www.themoviedb.org/movie/777270
918,Lionheart,65.0,Action,01/11/1991,1h 45m,Sheldon Lettich,https://www.themoviedb.org/movie/9399
919,The Rover,63.0,"Crime,Drama",06/12/2014,1h 43m,David Michôd,https://www.themoviedb.org/movie/157845
920,Copshop,62.0,"Thriller,Crime,Action",09/17/2021,1h 47m,Joe Carnahan,https://www.themoviedb.org/movie/738652
921,Before I Go to Sleep,65.0,"Mystery,Thriller",09/05/2014,1h 32m,Rowan Joffe,https://www.themoviedb.org/movie/204922
922,The Other Side of Heaven 2: Fire of Faith,51.0,"Drama,Adventure",06/28/2019,1h 50m,Mitch Davis,https://www.themoviedb.org/movie/555748
923,Left Behind,42.0,"Thriller,Action,Science Fiction",10/03/2014,1h 50m,Vic Armstrong,https://www.themoviedb.org/movie/218043
924,The Avengers,44.0,"Thriller,Science Fiction",08/14/1998,1h 29m,Jeremiah S. Chechik,https://www.themoviedb.org/movie/9320
925,Courageous,75.0,Drama,09/30/2011,2h 9m,Alex Kendrick,https://www.themoviedb.org/movie/72213
926,Stay Alive,58.0,"Horror,Thriller",03/24/2006,1h 40m,William Brent Bell,https://www.themoviedb.org/movie/10069
927,Doom: Annihilation,49.0,"Action,Science Fiction,Horror,Mystery",09/30/2019,1h 37m,Tony Giglio,https://www.themoviedb.org/movie/520901
928,Barbie in Rock 'N Royals,69.0,"Animation,Music,Family",08/12/2015,1h 24m,Karen J. Lloyd,https://www.themoviedb.org/movie/355111
929,Halloween,62.0,Horror,08/31/2007,1h 49m,Rob Zombie,https://www.themoviedb.org/movie/2082
930,Beyond the Reach,59.0,Thriller,04/17/2015,1h 35m,Jean-Baptiste Léonetti,https://www.themoviedb.org/movie/284289
931,Dragon Ball: The Path to Power,73.0,"Animation,Adventure,Fantasy",03/04/1996,1h 20m,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/39148
932,Dragon Ball: Mystical Adventure,67.0,"Action,Animation",07/09/1988,48m,Kazuhisa Takenouchi,https://www.themoviedb.org/movie/116776
933,A Writer's Odyssey,74.0,"Fantasy,Action,Adventure,Drama",02/12/2021,2h 10m,Lu Yang,https://www.themoviedb.org/movie/611698
934,Mine,66.0,Thriller,10/06/2016,2h 13m,Fabio Guaglione,https://www.themoviedb.org/movie/345009
935,Beethoven's Big Break,52.0,"Family,Comedy",12/26/2008,1h 41m,Mike Elliott,https://www.themoviedb.org/movie/13955
936,Books of Blood,67.0,"Horror,Science Fiction",10/07/2020,1h 47m,Brannon Braga,https://www.themoviedb.org/movie/715123
937,Unfriended: Dark Web,63.0,"Horror,Thriller,Mystery",07/20/2018,1h 33m,Stephen Susco,https://www.themoviedb.org/movie/505058
938,Shark Bait,20.0,"Horror,Thriller,Action",05/13/2022,1h 27m,James Nunn,https://www.themoviedb.org/movie/960258
939,Home Alone 4,45.0,"Comedy,Family,TV Movie",11/03/2002,1h 24m,John Hughes,https://www.themoviedb.org/movie/12536
940,LEGO Hidden Side: Night of the Harbinger,61.0,Animation,10/31/2020,44m,Michael D. Black,https://www.themoviedb.org/movie/891657
941,The Haunting of Margam Castle,58.0,Horror,09/01/2020,1h 21m,Andrew Jones,https://www.themoviedb.org/movie/738542
